2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Starting TwitterToKafkaServiceApplication using Java 17.0.6 with PID 11298 (/Users/macintosh/IdeaProjects/microservices-pro/twitter-to-kafka-service/target/classes started by macintosh in /Users/macintosh/IdeaProjects/microservices-pro)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Started TwitterToKafkaServiceApplication in 0.848 seconds (process running for 1.52)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - App starts...
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Welcomes Godfred
2023-05-22 19:42:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ipsum ascenes dolor elit magna Kafka Durus adipiscina libero adipiscina
2023-05-22 19:42:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque porttitor adipiscina Besuere magna Durus Spring Besuere magna ultricies conque
2023-05-22 19:42:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum Lorem adipiscina ascenes porttitor ipsum Elasticsearch Besuere ultricies sed magna
2023-05-22 19:42:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Besuere porttitor Lorem Elasticsearch Dasse sensectetuer Besuere
2023-05-22 19:42:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Besuere ipsum ultricies porttitor aulviner dolor Spring conque ipsum sed ascenes conque
2023-05-22 19:43:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero adipiscina ipsum Lorem libero Lorem ultricies sensectetuer Spring ipsum Dasse Lorem elit dolor libero magna
2023-05-22 19:43:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus aulviner ascenes aulviner adipiscina Java Lorem elit ascenes porttitor
2023-05-22 19:43:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer magna magna elit Java dolor libero magna
2023-05-22 19:43:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna adipiscina porttitor Durus sensectetuer Java aulviner magna aulviner aulviner
2023-05-22 19:43:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero elit Lorem sed Dasse magna Kafka sensectetuer adipiscina adipiscina magna ultricies
2023-05-22 19:43:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer elit ascenes libero magna adipiscina Dasse Lorem Spring adipiscina elit magna sensectetuer elit sensectetuer conque
2023-05-22 19:43:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Durus magna ultricies sed conque Besuere Lorem Microservices dolor Lorem Dasse ultricies porttitor adipiscina
2023-05-22 19:43:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor dolor porttitor adipiscina sed adipiscina Java sensectetuer ascenes porttitor sed ascenes
2023-05-22 19:43:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ascenes Dasse Spring magna libero
2023-05-22 19:43:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Durus Lorem Spring ipsum Durus
2023-05-22 19:43:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ultricies porttitor sed adipiscina elit elit sensectetuer Elasticsearch Durus conque ascenes libero sensectetuer adipiscina sensectetuer
2023-05-22 19:43:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum Besuere Lorem elit ascenes aulviner libero Java magna elit Dasse Besuere sensectetuer magna
2023-05-22 19:43:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ipsum dolor magna sed aulviner ultricies sed Java elit adipiscina elit aulviner ultricies sed
2023-05-22 19:43:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner sed Dasse Lorem Elasticsearch dolor sed
2023-05-22 19:43:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ascenes adipiscina dolor sed elit Elasticsearch Besuere Besuere ultricies conque ipsum
2023-05-22 19:43:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Lorem ipsum dolor Spring elit sed conque
2023-05-22 19:43:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ipsum Durus sensectetuer Microservices porttitor Durus
2023-05-22 19:43:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum sed ascenes dolor elit ascenes elit Kafka dolor sed Durus sed aulviner
2023-05-22 19:43:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Dasse adipiscina aulviner Spring ascenes ascenes
2023-05-22 19:43:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero aulviner Lorem sensectetuer Kafka conque porttitor ascenes
2023-05-22 19:43:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem sed sed Dasse Spring sed Besuere
2023-05-22 19:43:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus sed Besuere porttitor Elasticsearch Besuere elit sed
2023-05-22 19:43:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna conque libero sensectetuer ascenes sensectetuer Dasse Elasticsearch aulviner magna sensectetuer sensectetuer elit
2023-05-22 19:43:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse adipiscina libero sed sensectetuer Besuere elit Microservices porttitor Lorem Durus libero Besuere Durus
2023-05-22 19:43:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Lorem ascenes dolor Kafka ipsum conque magna
2023-05-22 19:43:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus ultricies sensectetuer Durus Lorem Lorem porttitor Spring porttitor adipiscina ultricies conque Besuere Lorem
2023-05-22 19:43:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner ultricies Lorem conque libero adipiscina Java Besuere sed magna Lorem libero
2023-05-22 19:43:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque adipiscina sensectetuer elit aulviner conque Dasse libero Spring Dasse aulviner elit magna porttitor Dasse
2023-05-22 19:43:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse sensectetuer adipiscina sed elit ascenes Besuere dolor Java Durus magna ipsum ascenes libero magna
2023-05-22 19:43:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Lorem Lorem magna Kafka sed libero ascenes
2023-05-22 19:43:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer dolor porttitor conque Java Dasse ultricies dolor
2023-05-22 19:43:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Lorem Dasse libero Spring ultricies magna
2023-05-22 19:43:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere dolor adipiscina ultricies Elasticsearch Lorem porttitor ultricies
2023-05-22 19:43:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Lorem sensectetuer Spring magna sed
2023-05-22 19:43:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ultricies dolor ascenes Dasse Spring magna Durus magna ipsum
2023-05-22 19:43:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner aulviner sed Dasse Microservices Durus sensectetuer
2023-05-22 19:43:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Dasse ipsum conque adipiscina dolor dolor Spring Dasse aulviner ultricies conque dolor
2023-05-22 19:43:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Lorem libero ipsum ultricies magna Elasticsearch conque sed Lorem elit
2023-05-22 19:43:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Durus ultricies elit sed sed Elasticsearch Dasse dolor aulviner aulviner
2023-05-22 19:43:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ultricies ultricies libero Dasse Kafka Lorem elit Lorem sed
2023-05-22 19:43:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ascenes aulviner Besuere Spring conque ipsum ipsum
2023-05-22 19:43:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Besuere Lorem ipsum magna Besuere Kafka elit libero ascenes Besuere ascenes
2023-05-22 19:43:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina ultricies Durus aulviner Dasse dolor libero adipiscina Elasticsearch ascenes Dasse elit ipsum magna Durus
2023-05-22 19:43:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum porttitor Lorem ipsum Durus Besuere adipiscina Besuere Microservices elit Durus adipiscina Besuere adipiscina libero
2023-05-22 19:43:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ultricies Dasse ultricies aulviner sensectetuer Java sensectetuer ipsum dolor dolor
2023-05-22 19:43:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Durus sed libero Microservices Lorem Besuere
2023-05-22 19:43:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Lorem adipiscina elit ultricies ascenes magna Kafka dolor conque conque adipiscina sensectetuer
2023-05-22 19:43:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna dolor Durus Java magna aulviner
2023-05-22 19:43:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit porttitor ascenes libero conque aulviner elit Dasse Elasticsearch sed ipsum ultricies magna ipsum Lorem
2023-05-22 19:43:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Besuere sensectetuer Spring magna ultricies
2023-05-22 19:43:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Besuere ultricies Durus Elasticsearch Lorem ascenes
2023-05-22 19:43:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ultricies elit aulviner sensectetuer libero sed Elasticsearch ascenes Durus ascenes conque sed dolor
2023-05-22 19:43:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner sensectetuer Dasse elit libero Java sensectetuer Dasse Dasse Dasse
2023-05-22 19:43:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse elit Java dolor ipsum
2023-05-22 19:43:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero dolor ascenes libero sensectetuer elit Microservices ipsum aulviner dolor ultricies conque
2023-05-22 19:43:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Lorem sed Lorem porttitor Java elit aulviner Besuere
2023-05-22 19:43:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina ultricies Durus porttitor aulviner Java adipiscina adipiscina sed ascenes
2023-05-22 19:43:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna sensectetuer adipiscina ipsum Durus dolor dolor Lorem Elasticsearch Dasse conque Besuere Durus adipiscina Lorem
2023-05-22 19:43:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque elit conque Dasse sed adipiscina Spring conque dolor sed Besuere
2023-05-22 19:43:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ipsum Lorem Lorem aulviner Dasse Java Besuere adipiscina Dasse porttitor ultricies
2023-05-22 19:44:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem elit magna Durus ipsum ipsum magna Java Lorem ipsum Besuere Lorem aulviner
2023-05-22 19:44:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque magna Durus Elasticsearch dolor Durus
2023-05-22 19:44:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit ultricies ascenes Kafka sed Durus
2023-05-22 19:44:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Lorem Besuere libero Durus ascenes conque Spring libero libero dolor Durus ultricies
2023-05-22 19:44:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Durus sed libero ipsum porttitor conque Java Dasse sensectetuer Lorem magna magna
2023-05-22 19:44:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere libero libero Lorem Dasse sed ipsum Elasticsearch magna ascenes sensectetuer adipiscina sensectetuer ultricies
2023-05-22 19:44:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sensectetuer Dasse dolor adipiscina Kafka Lorem sed Lorem Durus
2023-05-22 19:44:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor sed sed adipiscina Java sensectetuer ascenes
2023-05-22 19:44:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor aulviner conque elit Java ultricies porttitor
2023-05-22 19:44:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina magna adipiscina Durus Microservices ascenes conque Besuere
2023-05-22 19:44:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus sed sed aulviner conque adipiscina Durus magna Java dolor sed aulviner libero adipiscina Dasse Besuere
2023-05-22 19:44:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes dolor conque porttitor sed Besuere Microservices elit ultricies Besuere ipsum Dasse
2023-05-22 19:44:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Durus sensectetuer adipiscina aulviner aulviner aulviner Microservices Dasse Dasse aulviner ipsum porttitor aulviner
2023-05-22 19:44:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina ascenes ascenes adipiscina ultricies Dasse ipsum Microservices libero aulviner dolor dolor sensectetuer magna
2023-05-22 19:44:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed elit adipiscina conque Microservices Dasse Dasse
2023-05-22 19:44:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Dasse ipsum Dasse Durus ultricies Spring sed ascenes adipiscina elit
2023-05-22 19:44:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit ultricies Dasse sensectetuer Lorem ipsum Spring aulviner adipiscina Besuere adipiscina ipsum
2023-05-22 19:44:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner sensectetuer porttitor sensectetuer ipsum ascenes Elasticsearch aulviner porttitor ultricies ultricies
2023-05-22 19:44:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner dolor Besuere conque elit magna Elasticsearch Besuere conque ultricies aulviner Besuere
2023-05-22 19:44:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed magna conque porttitor elit ascenes sed Spring dolor ultricies dolor elit adipiscina ultricies
2023-05-22 19:44:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero elit porttitor Durus Dasse Durus Lorem Kafka Durus conque sed magna elit ultricies
2023-05-22 19:44:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse sensectetuer adipiscina Dasse sed Kafka Dasse magna sensectetuer aulviner ipsum
2023-05-22 19:44:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina sed Lorem Durus Elasticsearch porttitor conque libero
2023-05-22 19:44:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ipsum conque Java Dasse adipiscina
2023-05-22 19:44:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus dolor adipiscina adipiscina Spring ultricies elit sensectetuer
2023-05-22 19:44:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina magna aulviner aulviner ultricies Java Dasse conque conque
2023-05-22 19:44:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ultricies conque magna elit Durus ultricies Elasticsearch aulviner adipiscina ultricies sensectetuer conque
2023-05-22 19:44:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere dolor dolor aulviner sed ultricies Elasticsearch porttitor libero conque ultricies
2023-05-22 19:44:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor dolor elit Kafka Besuere porttitor
2023-05-22 19:44:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus dolor porttitor magna Durus elit adipiscina Microservices Besuere sensectetuer ultricies elit sensectetuer Dasse
2023-05-22 19:44:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Dasse Besuere Besuere dolor conque Elasticsearch sed ipsum libero ipsum sensectetuer
2023-05-22 19:44:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ascenes Durus ipsum sed aulviner adipiscina Durus Spring dolor sed ipsum elit aulviner sed
2023-05-22 19:44:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor dolor porttitor Lorem porttitor Spring conque adipiscina Besuere Durus
2023-05-22 19:44:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse sensectetuer conque libero Java aulviner dolor
2023-05-22 19:44:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit magna ultricies Spring aulviner libero
2023-05-22 19:44:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Besuere magna sensectetuer aulviner ultricies Kafka Dasse aulviner Dasse Besuere
2023-05-22 19:44:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor sensectetuer elit libero Lorem ipsum Durus Microservices elit conque magna adipiscina sensectetuer aulviner
2023-05-22 19:44:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit ultricies magna Besuere magna elit Microservices conque porttitor Besuere sed
2023-05-22 19:44:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque libero sed ascenes ipsum Microservices Besuere magna Besuere aulviner
2023-05-22 19:44:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum sensectetuer Dasse Dasse adipiscina ipsum Spring dolor sensectetuer Besuere sed sensectetuer
2023-05-22 19:44:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem porttitor sed ipsum aulviner Java ipsum aulviner libero
2023-05-22 19:44:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit elit dolor magna porttitor libero Java magna magna Durus sed porttitor
2023-05-22 19:44:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna porttitor adipiscina ascenes conque dolor Spring sensectetuer porttitor sensectetuer sensectetuer magna
2023-05-22 19:44:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Durus porttitor Java magna conque
2023-05-22 19:44:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sed porttitor sensectetuer sed Spring ultricies ipsum sed
2023-05-22 19:44:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ascenes porttitor Java Durus libero
2023-05-22 19:44:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes aulviner conque Lorem ascenes Kafka sensectetuer ascenes Dasse ultricies
2023-05-22 19:44:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer libero ipsum porttitor elit conque aulviner sed Kafka dolor sensectetuer Besuere conque aulviner Dasse conque
2023-05-22 19:44:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ultricies magna Lorem dolor Durus Besuere Kafka porttitor ascenes ascenes dolor ascenes
2023-05-22 19:44:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Lorem porttitor Java ascenes porttitor
2023-05-22 19:44:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Lorem Besuere Dasse ipsum sed dolor Microservices Dasse dolor ultricies Dasse sed Dasse
2023-05-22 19:44:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque magna sensectetuer ascenes elit sensectetuer Besuere Java ipsum Durus Dasse elit dolor
2023-05-22 19:44:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum porttitor ipsum Dasse elit sensectetuer aulviner Kafka libero magna elit Lorem magna
2023-05-22 19:44:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies dolor Dasse sensectetuer Besuere sed Kafka ultricies dolor magna Durus dolor
2023-05-22 19:44:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque ascenes aulviner aulviner elit Microservices ascenes magna Dasse
2023-05-22 19:44:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Besuere Lorem Dasse Java Durus Besuere
2023-05-22 19:44:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina sensectetuer ultricies porttitor aulviner Dasse aulviner Spring Besuere conque Besuere aulviner ascenes
2023-05-22 19:44:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner elit dolor elit libero Kafka Dasse aulviner ultricies
2023-05-22 19:44:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ascenes Dasse conque Spring adipiscina ipsum Besuere
2023-05-22 19:44:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Durus porttitor ultricies Durus adipiscina magna ultricies Java libero conque porttitor sed conque sensectetuer Durus
2023-05-22 19:45:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse dolor sed porttitor Microservices sed magna porttitor
2023-05-22 19:45:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Besuere conque ipsum adipiscina ascenes elit Spring dolor porttitor adipiscina Besuere libero dolor
2023-05-22 19:45:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Durus sed porttitor aulviner Java sensectetuer adipiscina conque sed
2023-05-22 19:45:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor adipiscina Besuere aulviner dolor dolor Spring Durus libero sed magna
2023-05-22 19:45:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Besuere ascenes ascenes ultricies dolor Spring Besuere magna Lorem conque
2023-05-22 19:45:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ipsum ipsum ipsum porttitor Microservices elit libero dolor sensectetuer
2023-05-22 19:45:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem porttitor libero porttitor Kafka Besuere aulviner
2023-05-22 19:45:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Durus Durus conque sed ultricies Spring ultricies dolor dolor sed
2023-05-22 19:45:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Durus aulviner Durus Java dolor libero Dasse
2023-05-22 19:45:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum magna magna Dasse Durus Durus Java ascenes ultricies magna elit ultricies
2023-05-22 19:45:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse porttitor ascenes Durus Dasse Java ultricies aulviner libero
2023-05-22 19:45:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem elit conque dolor porttitor Spring sensectetuer porttitor ipsum dolor
2023-05-22 19:45:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Dasse porttitor Besuere Java ipsum ultricies
2023-05-22 19:45:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse sensectetuer Java libero Durus
2023-05-22 19:45:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed magna ascenes ascenes Microservices aulviner ascenes adipiscina
2023-05-22 19:45:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Lorem aulviner Microservices Dasse sed
2023-05-22 19:45:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes dolor ascenes conque aulviner ascenes Microservices Besuere porttitor adipiscina Dasse
2023-05-22 19:45:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque dolor dolor sed Java Dasse ascenes
